problem,seed,tfes,method,coordination_mode,cc_pass_group_fes,cc_pass_count,best_error,final_error,fe_used,runtime,fusion_count,freeze_count,disable_count,fusion_validation_attempt_count,fusion_validation_accept_count,fusion_validation_accept_rate,validation_attempt_count,validation_accept_count,validation_reject_count,validation_accept_rate,validation_extra_fe_ratio,relation_history_size,status
E6,3,20000,no-coordination,no_coordination,20,33,579896711721.5486,579896711721.5486,20000,15.336420059204102,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E6,4,20000,no-coordination,no_coordination,20,33,522645605407.96564,523053524293.8061,20000,15.750796556472778,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E6,5,20000,no-coordination,no_coordination,20,33,540654460265.53815,540654460265.53815,20000,15.758015632629395,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E6,6,20000,no-coordination,no_coordination,20,33,599908213289.3785,599908213289.3785,20000,15.916127920150757,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E6,7,20000,no-coordination,no_coordination,20,33,605383595709.0437,605383595709.0437,20000,21.496694326400757,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E6,8,20000,no-coordination,no_coordination,20,33,574255691388.407,574255691388.407,20000,21.858344554901123,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E6,9,20000,no-coordination,no_coordination,20,33,648013301491.696,648013301491.696,20000,22.33007836341858,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E6,10,20000,no-coordination,no_coordination,20,33,503633080829.67865,503633080829.67865,20000,22.538559675216675,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
S4,1,20000,no-coordination,no_coordination,20,37,4688613129.676389,4688613129.676389,20000,26.14422059059143,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
S4,2,20000,no-coordination,no_coordination,20,37,5200601198.319894,5200601198.319894,20000,26.81005334854126,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
S4,3,20000,no-coordination,no_coordination,20,37,4962464721.134835,4962464721.134835,20000,27.863271713256836,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
S4,4,20000,no-coordination,no_coordination,20,37,2974302078.623619,2974302078.623619,20000,28.060386180877686,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
S4,5,20000,no-coordination,no_coordination,20,37,4426355336.386927,4426355336.386927,20000,27.622559070587158,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
S4,6,20000,no-coordination,no_coordination,20,37,5318508966.16343,5318508966.16343,20000,27.48711323738098,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
